,merchantid,alitype,alidecription,wemname,wedate,wemethod,wetype,wedescription
74775,869100001030045,套现,套现风险（套现风险极高）,,,,,
74796,869521004190006,套现,套现风险（套现风险极高）,,,,,
74797,869521004190006,套现,套现风险（套现风险极高）,,,,,
74857,869521004190006,套现,套现风险（套现风险极高）,,,,,
74858,869521004190006,套现,套现风险（套现风险极高）,,,,,
74994,869534148120001,套现,套现风险（套现风险极高）,,,,,
74995,869534148120001,套现,套现风险（套现风险极高）,,,,,
75015,869290172300001,套现,套现风险（套现风险极高）,,,,,
75016,869290172300001,套现,套现风险（套现风险极高）,,,,,
75168,869290465130016,套现,套现风险（套现风险极高）,,,,,
75256,869290465130016,套现,套现风险（套现风险极高）,,,,,
75292,869290465130016,套现,套现风险（套现风险极高）,,,,,
75295,869311002050003,套现,套现风险（套现风险极高）,,,,,
75296,869311002050003,套现,套现风险（套现风险极高）,,,,,
75326,869290465130016,套现,套现风险（套现风险极高）,,,,,
75327,869290465130016,套现,套现风险（套现风险极高）,,,,,
75490,869290465130016,套现,套现风险（套现风险极高）,,,,,
75491,869290465130016,套现,套现风险（套现风险极高）,,,,,
75822,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
75823,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
75824,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
75835,869690004110003,色情,色情风险（关闭支付权限）,,,,,
76080,869311002050003,套现,套现风险（套现风险极高）,,,,,
76081,869311002050003,套现,套现风险（套现风险极高）,,,,,
76190,869534148120001,套现,套现风险（套现风险极高）,,,,,
76191,869534148120001,套现,套现风险（套现风险极高）,,,,,
76204,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
76205,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
76254,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
76255,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
76509,869513104140001,赌博,赌博风险（关闭支付权限）,,,,,
76510,869513104140001,赌博,赌博风险（关闭支付权限）,,,,,
76844,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
76847,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
76873,869451704220001,套现,套现风险（套现风险极高）,,,,,
76882,869451704220001,套现,套现风险（套现风险极高）,,,,,
76899,869206110050004,套现,套现风险（套现风险极高）,,,,,
76906,869451704220001,套现,套现风险（套现风险极高）,,,,,
76907,869451704220001,套现,套现风险（套现风险极高）,,,,,
76932,869451704220001,套现,套现风险（套现风险极高）,,,,,
76939,869451704220001,套现,套现风险（套现风险极高）,,,,,
76950,869451704220001,套现,套现风险（套现风险极高）,,,,,
76954,869534148120001,套现,套现风险（套现风险极高）,,,,,
76955,869534148120001,套现,套现风险（套现风险极高）,,,,,
77004,869451704220001,套现,套现风险（套现风险极高）,,,,,
77005,869451704220001,套现,套现风险（套现风险极高）,,,,,
77549,869100005030001,套现,套现风险（套现风险极高）,,,,,
77816,869534148120001,套现,套现风险（套现风险极高）,,,,,
77849,869391010010006,赌博,赌博风险（关闭支付权限）,,,,,
77924,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
77925,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
78000,869534148120001,套现,套现风险（套现风险极高）,,,,,
78001,869534148120001,套现,套现风险（套现风险极高）,,,,,
78079,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
78086,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
78252,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
78253,869671010010003,,,宜宾市小五金零售,2020/3/25 16:35,交易拦截,拦截,涉嫌实时交易异常
78423,869451704220001,套现,套现风险（套现风险极高）,,,,,
78424,869451704220001,套现,套现风险（套现风险极高）,,,,,
78552,869451704220001,套现,套现风险（套现风险极高）,,,,,
78553,869451704220001,套现,套现风险（套现风险极高）,,,,,
78633,869534148120001,套现,套现风险（套现风险极高）,,,,,
78634,869534148120001,套现,套现风险（套现风险极高）,,,,,
78942,869651005010001,套现,套现风险（套现风险极高）,,,,,
78943,869651005010001,套现,套现风险（套现风险极高）,,,,,
78969,869651005010001,套现,套现风险（套现风险极高）,,,,,
78970,869651005010001,套现,套现风险（套现风险极高）,,,,,
79305,869534148120001,套现,套现风险（套现风险极高）,,,,,
79306,869534148120001,套现,套现风险（套现风险极高）,,,,,
79455,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
79459,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
79460,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
79557,869506004010001,套现,套现风险（套现风险极高）,,,,,
79560,869506004010001,套现,套现风险（套现风险极高）,,,,,
79648,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
79752,869506004010001,套现,套现风险（套现风险极高）,,,,,
79845,869506004010001,套现,套现风险（套现风险极高）,,,,,
79993,869304010010012,套现,套现风险（套现风险极高）,,,,,
80104,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
80148,869690004190007,欺诈,欺诈风险（关闭支付权限）,,,,,
80149,869690004190007,欺诈,欺诈风险（关闭支付权限）,,,,,
80366,869304010010012,套现,套现风险（套现风险极高）,,,,,
80659,869534148120001,套现,套现风险（套现风险极高）,,,,,
80660,869534148120001,套现,套现风险（套现风险极高）,,,,,
80932,869534148120001,套现,套现风险（套现风险极高）,,,,,
80933,869534148120001,套现,套现风险（套现风险极高）,,,,,
81005,869690010010052,,,重庆城区个体户张华零售,2020/3/29 9:08,交易拦截,拦截,涉嫌实时交易异常
81006,869690010010052,,,重庆城区个体户张华零售,2020/3/29 9:08,交易拦截,拦截,涉嫌实时交易异常
81140,869534148120001,套现,套现风险（套现风险极高）,,,,,
81141,869534148120001,套现,套现风险（套现风险极高）,,,,,
81444,869451704220001,套现,套现风险（套现风险极高）,,,,,
81445,869451704220001,套现,套现风险（套现风险极高）,,,,,
81794,869665001030002,套现,套现风险（套现风险极高）,,,,,
81815,869302008030001,套现,套现风险（套现风险极高）,,,,,
82233,869671010010004,,,宜宾市美多科技零售,2020/3/25 17:46,交易拦截,拦截,涉嫌实时交易异常
82329,869290465130016,套现,套现风险（套现风险极高）,,,,,
82330,869290465130016,套现,套现风险（套现风险极高）,,,,,
82375,869534148120001,套现,套现风险（套现风险极高）,,,,,
82376,869534148120001,套现,套现风险（套现风险极高）,,,,,
82655,869513104140001,赌博,赌博风险（关闭支付权限）,,,,,
82656,869513104140001,赌博,赌博风险（关闭支付权限）,,,,,
83487,869290465130010,套现,套现风险（套现风险极高）,,,,,
83535,869290465130010,套现,套现风险（套现风险极高）,,,,,
83536,869290465130010,套现,套现风险（套现风险极高）,,,,,
83632,869290465130010,套现,套现风险（套现风险极高）,,,,,
83635,869290465130010,套现,套现风险（套现风险极高）,,,,,
84043,869290465130010,套现,套现风险（套现风险极高）,,,,,
84048,869290465130010,套现,套现风险（套现风险极高）,,,,,
84341,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
84353,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
84354,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
84372,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
84376,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
84377,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
84396,869100001030018,套现,套现风险（套现风险极高）,,,,,
84409,869100001030018,套现,套现风险（套现风险极高）,,,,,
84410,869100001030018,套现,套现风险（套现风险极高）,,,,,
84435,869100001030018,套现,套现风险（套现风险极高）,,,,,
84436,869100001030018,套现,套现风险（套现风险极高）,,,,,
84463,869100001030018,套现,套现风险（套现风险极高）,,,,,
84464,869100001030018,套现,套现风险（套现风险极高）,,,,,
84481,869100001030018,套现,套现风险（套现风险极高）,,,,,
84482,869100001030018,套现,套现风险（套现风险极高）,,,,,
84503,869100001030018,套现,套现风险（套现风险极高）,,,,,
84504,869100001030018,套现,套现风险（套现风险极高）,,,,,
84529,869100001030018,套现,套现风险（套现风险极高）,,,,,
84530,869100001030018,套现,套现风险（套现风险极高）,,,,,
84548,869100001030018,套现,套现风险（套现风险极高）,,,,,
84549,869100001030018,套现,套现风险（套现风险极高）,,,,,
84579,869100001030018,套现,套现风险（套现风险极高）,,,,,
84580,869100001030018,套现,套现风险（套现风险极高）,,,,,
84595,869100001030018,套现,套现风险（套现风险极高）,,,,,
84596,869100001030018,套现,套现风险（套现风险极高）,,,,,
84748,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
84749,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
84844,869100001030018,套现,套现风险（套现风险极高）,,,,,
84845,869100001030018,套现,套现风险（套现风险极高）,,,,,
84871,869100001030018,套现,套现风险（套现风险极高）,,,,,
84872,869100001030018,套现,套现风险（套现风险极高）,,,,,
84897,869100001030018,套现,套现风险（套现风险极高）,,,,,
84934,869100001030018,套现,套现风险（套现风险极高）,,,,,
85130,869498001030001,欺诈,欺诈风险（关闭支付权限）,,,,,
85131,869498001030001,欺诈,欺诈风险（关闭支付权限）,,,,,
85161,869498001030001,欺诈,欺诈风险（关闭支付权限）,,,,,
85162,869498001030001,欺诈,欺诈风险（关闭支付权限）,,,,,
85252,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
85253,869110004190003,,,天津城区一城一梦青年之家旅馆,2020/3/24 11:07,交易拦截,拦截,涉嫌实时交易异常
85347,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
85348,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
85456,869477201030001,套现,套现风险（套现风险极高）,,,,,
85457,869477201030001,套现,套现风险（套现风险极高）,,,,,
85483,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
85484,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
85967,869521010040002,套现,套现风险（套现风险极高）,,,,,
85969,869521010040002,套现,套现风险（套现风险极高）,,,,,
86020,869301010010046,套现,套现风险（套现风险极高）,,,,,
86112,869301010010046,套现,套现风险（套现风险极高）,,,,,
86113,869301010010046,套现,套现风险（套现风险极高）,,,,,
86316,869301010010046,套现,套现风险（套现风险极高）,,,,,
86317,869301010010046,套现,套现风险（套现风险极高）,,,,,
86429,869690004110003,色情,色情风险（关闭支付权限）,,,,,
86430,869690004110003,色情,色情风险（关闭支付权限）,,,,,
86442,869690004110003,色情,色情风险（关闭支付权限）,,,,,
86443,869690004110003,色情,色情风险（关闭支付权限）,,,,,
86932,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
86933,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
86978,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
86979,869397004210002,,,泉州市个体户谢啟发便民缴费,2020/3/25 19:25,交易拦截,拦截,涉嫌实时交易异常
